,,,"PostMile","Post",,"Back",,,"Ahead",,,
11,188," SD"," ",0,"MEXICAN BOUNDARY                                                                                              ","      ","       ","       ",710,7600,7100,
11,188," SD"," ",0.05,"U. S. CUSTOMS STATION                                                                                         ",710,7600,7100,580,6200,5800,
11,188," SD"," ",1.85,"JCT. RTE. 94                                                                                                  ",580,6200,5800,"      ","       ","       ",
8,189,"SBD"," ","       ","SAN BERNARDINO COUNTY                                                                                         ","      ","       ","       ","      ","       ","       ",
8,189,"SBD"," ",0,"JCT. RTE. 18                                                                                                  ","      ","       ","       ",350,3600,3500,
8,189,"SBD"," ",0.03,"LAKE GREGORY DRIVE                                                                                            ",350,3600,3500,350,3850,3500,
8,189,"SBD"," ",1.81,"TWIN PEAKS, ROSE LANE                                                                                         ",350,3850,3500,530,5600,5000,
8,189,"SBD"," ",2.81,"GRASS VALLEY ROAD                                                                                             ",530,5600,5000,770,7800,6800,
8,189,"SBD"," ",3.09,"DALEY CANYON ROAD                                                                                             ",770,7800,6800,910,9200,8000,
8,189,"SBD"," ",5.57,"LAKE ARROWHEAD, JCT. RTE.   173; VILLAGE ROAD                                                                 ",580,5800,5100,"      ","       ","       ",
6,190,"TUL"," ","       ","TULARE COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
6,190,"TUL"," ",0,"JCT. RTE. 99; TIPTON, SOUTH                                                                                   ","      ","       ","       ",360,4300,3650,
6,190,"TUL"," ",9.47,"POPLAR, ROAD 192/DETTLE AVENUE                                                                                ",310,3750,3200,440,5100,4350,
6,190,"TUL","R",15.24,"PORTERVILLE, JCT. RTE 65 (ROAD 238)                                                                           ",660,7800,6600,1600,19100,16100,
6,190,"TUL"," ",16.45,"PORTERVILLE, SOUTH PORTER=   VILLE OVERHEAD/MAIN STREET                                                       ",1800,21500,18100,1700,20300,17100,
6,190,"TUL"," ",16.97,"PORTERVILLE, PLANO STREET (ROAD 252)                                                                          ",1700,20300,17100,1400,16900,14200,
6,190,"TUL"," ",18.45,"PORTERVILLE, HOSPITAL ROAD                                                                                    ",1050,12500,10500,750,9000,7600,
6,190,"TUL"," ",21.1,"WORTH ROAD (ROAD 284)                                                                                         ",750,9000,7600,630,7600,6400,
6,190,"TUL"," ",22.55,"GOVERNMENT ACCESS   ROAD TO SUCCESS DAM                                                                       ",660,8000,6700,610,7300,6200,
6,190,"TUL"," ",24.45,"TULE INDIAN RESERVATION   ROAD (AVENUE 160)                                                                   ",610,7300,6200,690,8200,7000,
6,190,"TUL"," ",27.3,"RIVER ISLAND ROAD (ROAD 320)                                                                                  ",610,7200,6200,610,7200,6200,
6,190,"TUL","R",31.55,"SPRONGVILLE, CRAMER DRIVE 31.68                                                                               ",480,5300,4500,480,5200,4450,
6,190,"TUL","R",32.7,"BALCH PARK/MILO ROADS                                                                                         ",400,5200,3750,130,1550,1050,
6,190,"TUL","R",33.9,"MILEPOST EQUATION  =33.96                                                                                     ",,,,,,,
6,190,"TUL"," ",47.98,"CAMP NELSON ROAD                                                                                              ",100,1200,820,50,620,420,
6,190,"TUL"," ",56.57,"QUAKING ASPEN CAMP                                                                                            ",50,620,420,"      ","       ","       ",
6,190,"TUL"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
9,190,"INY"," ","       ","INYO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
9,190,"INY"," ",9.85,"OLANCHA, JCT. RTE. 395                                                                                        ","      ","       ","       ",80,490,330,
9,190,"INY"," ",24.55,"JCT. RTE. 136 NORTHWEST                                                                                       ",40,290,220,70,750,500,
