"District","Route","County","Prefix","Postmile","Description","Back Peak Hour","Back Peak Month","Back AADT","Ahead Peak Hour","Ahead Peak Month","Ahead AADT",
6,198,"FRE"," ",0,"MONTEREY-FRESNO COUNTY LINE                                                                                   ","      ","       ","       ",160,1400,1100,
6,198,"FRE"," ",12.33,"PARKFIELD JUNCTION                                                                                            ",160,1400,1100,170,1300,1100,
6,198,"FRE","R",16.02,"MILEPOST EQUATION  =16.23                                                      ",,,,,,,
6,198,"FRE"," ",19.15,"COALINGA CREEK                                                                                                ",130,1600,1250,110,1400,1100,
6,198,"FRE"," ",22.37,"COALINGA, 8TH/POLK STREETS                                                                                    ",520,5700,5000,810,9000,7600,
6,198,"FRE"," ",22.65,"COALINGA, SOUTH JCT. RTE.   33; 5TH STREET                                                                    ",720,8300,7600,"      ","       ","       ",
6,198,"FRE"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,198,"FRE"," ",22.66,"OIL KING SCHOOL,   NORTH JCT. RTE. 33                                                                         ","      ","       ","       ",190,2300,2000,
6,198,"FRE"," ",26.81,"JCT. RTE. 5                                                                                                   ",330,3450,3000,700,9000,6000,
6,198,"FRE"," ",34.66,"JCT. RTE. 269, LASSEN AVENUE                                                                                  ",880,7500,6400,860,7500,6400,
6,198,"FRE"," ",42.73,"FRESNO COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
6,198,"KIN"," ",0,"KINGS COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
6,198,"KIN"," ",3.01,"LEMOORE NAVAL AIR STATION,   MAIN GATE (AVENUE 25)                                                            ",610,7800,6900,1200,12900,12000,
6,198,"KIN"," ",4,"BEGIN FREEWAY                                                                                                 ",,,,,,,
6,198,"KIN"," ",4.99,"AVENAL CUTOFF ROAD                                                                                            ",1200,12900,12000,1350,15600,14500,
6,198,"KIN","R",8.9,"JCT. RTE. 41                                                                                                  ",1350,15600,14500,1350,15100,14000,
6,198,"KIN","R",10.56,"18TH AVENUE                                                                                                   ",1250,16100,13000,1250,14100,13000,
6,198,"KIN","R",12.11,"HOUSTON AVENUE                                                                                                ",1250,14100,13000,1350,14900,13800,
6,198,"KIN","R",14.77,"14TH AVENUE                                                                                                   ",1350,14900,13800,2000,23800,22000,
6,198,"KIN","R",15.75,"HANFORD-ARMONA ROAD                                                                                           ",2000,23800,22000,2000,23400,22000,
6,198,"KIN","R",16.91,"12TH AVENUE                                                                                                   ",2000,23400,22000,1900,22300,21000,
6,198,"KIN","R",17.91,"HANFORD, 11TH AVENUE                                                                                          ",1900,22300,21000,1400,16500,15500,
6,198,"KIN","R",18.96,"HANFORD, 10TH AVENUE                                                                                          ",1400,16500,15500,1150,14900,14000,
6,198,"KIN","R",20.98,"JCT. RTE. 43, END FREEWAY                                                                                     ",1200,14900,16500,1150,15300,14000,
6,198,"KIN","T",22.01,"MILEPOST EQUATION   =22.32                                                                                    ",,,,,,,
6,198,"KIN"," ",23.32,"SIXTH AVENUE                                                                                                  ",1150,15300,14000,1150,14800,13500,
6,198,"KIN"," ",28.33,"KINGS COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
