,,,"Post","Post",,"BackLeg"," ",,"AheadLeg",,,
6,145,"MAD"," ",8.56,"AVENUE 13 1/2 (ALMOND AVENUE)                                                                                 ",890,11500,10600,1450,18600,17200,
6,145,"MAD"," ",9.08,"MADERA, JCT. RTE. 99                                                                                          ",1450,18600,17200,1150,13700,12200,
6,145,"MAD"," ",9.32,"MADERA, F STREET                                                                                              ",1150,13700,12200,1250,14900,13200,
6,145,"MAD"," ",9.6,"MADERA, SIXTH STREET                                                                                          ",1800,21200,18800,1300,15100,13400,
6,145,"MAD"," ",9.68,"MADERA, YOSEMITE AVENUE                                                                                       ",1300,15100,13400,1650,19300,17100,
6,145,"MAD"," ",9.91,"MADERA, C STREET                                                                                              ",1650,19300,17100,1450,17200,15300,
6,145,"MAD"," ",10.15,"MADERA, LAKE STREET                                                                                           ",1300,15400,13700,1100,16200,13300,
6,145,"MAD"," ",11.02,"TOZER STREET                                                                                                  ",760,11000,9000,650,9400,7700,
6,145,"MAD"," ",13.66,"RIVER ROAD (COUNTY ROAD 400)                                                                                  ",650,9400,7700,540,4700,4000,
6,145,"MAD"," ",25.46,"JCT. RTE. 41, FRESNO/YOSEMITE ROADS                                                                           ",530,8300,4700,"      ","       ","       ",
5,146,"MON"," ","       ","MONTEREY COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
5,146,"MON"," ",0,"JCT. RTE. 101; SOLEDAD, WEST                                                                                  ","      ","       ","       ",650,8300,8000,
5,146,"MON"," ",0.55,"SOLEDAD, MONTEREY STREET                                                                                      ",650,8300,8000,450,4450,3900,
5,146,"MON"," ",1.16,"ON METZ ROAD AT THIRD STREET                                                                                  ",980,6600,5700,500,2900,2400,
5,146,"MON"," ",3.48,"METZ ROAD                                                                                                     ",500,2900,2400,30,390,270,
5,146,"MON"," ",10.08,"MONTEREY COUNTY-   SAN BENITO COUNTY LINE                                                                     ","      ","       ","       ","      ","       ","       ",
5,146,"MON","G",10.19,"WEST BOUNDARY, PINNACLES   NATIONAL MONUMENT                                                                  ",30,150,120,"      ","       ","       ",
5,146,"MON"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
5,146,"MON"," ",12.71,"EAST BOUNDARY, PINNACLES   NATIONAL MONUMENT                                                                  ","      ","       ","       ",30,150,120,
5,146,"MON"," ",15.15,"JCT. RTE. 25                                                                                                  ",30,150,120,"      ","       ","       ",
2,147,"PLU"," ","       ","PLUMAS COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
2,147,"PLU"," ",0,"CANYON DAM, JCT. RTE. 89                                                                                      ","      ","       ","       ",200,1700,970,
2,147,"PLU"," ",7.37,"BIG SPRINGS ROAD   (COUNTY ROAD A-13)                                                                         ",220,1750,1200,240,1800,1250,
2,147,"PLU"," ",9.89,"PLUMAS COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
2,147,"LAS"," ",0,"LASSEN COUNTY COUNTY ROAD A21                                                                                 ",280,2800,1800,120,1300,880,
2,147,"LAS"," ",1.79,"JCT. RTE. 36; WESTWOOD, WEST                                                                                  ",120,1300,880,"      ","       ","       ",
3,149,"BUT"," ","       ","BUTTE COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
3,149,"BUT"," ",0,"JCT. RTE. 70                                                                                                  ","      ","       ","       ",1200,11700,11500,
3,149,"BUT","R",3.11,"SHIPPEE ROAD                                                                                                  ","      ","       ","       ","      ","       ","       ",
3,149,"BUT","R",4.62,"JCT. RTE. 99                                                                                                  ",1200,11700,11500,"      ","       ","       ",
5,150," SB"," ","       ","SANTA BARBARA COUNTY                                                                                          ","      ","       ","       ","      ","       ","       ",
